type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,start_dt,cycle_id,slope_Vmeas_50_1500,slope_Vmeas_50_1000,median_vload_discharge,discharge_I_mean,Q_36_34_Ah,R0_ohm_approx,HI1_Discharge_Time,HI2_Max_Temp,discharge_Temp_std,discharge_Decrement_3.6_3.4_s,discharge_Decrement_3.4_3.2_s,discharge_Decrement_3.2_3.0_s,dischage_dVdt_mean,discharge_curv_max,discharge_t_to_V_below_3.5,discharge_time_V_above_3.5,discharge_V_mean,discharge_E_Wh_abs,discharge_radius_median,discharge_t_to_Tmax,discharge_t_to_V_below_3.0,discharge_auc_V_dt,discharge_P_mean_abs,discharge_time_V_above_3.0,discharge_duration_s,cc_charging_time,charge_I_std,charge_I_mean,charge_I_kurt,SOH,RUL
discharge,[2008.       4.       4.       9.      57.      19.765],24,B0005,21,5142,05142.csv,1.824619553,,,2008-04-04 09:57:19.765,11.0,-0.00024165540577514137,-0.000282875515156873,2.61,-1.863380178294828,0.8021571331686421,0.22213265708844782,2389.515,38.54143406601644,3.428338024143619,1469.824526958801,227.2917750308361,,-0.00022100526904351062,1.9475240619146873e-05,2141.3836216291065,2154.453,3.5514430301368374,6.5318269743003485,7642436.792273876,3310.016,,12511.519689848938,6.658615250897874,3530.25,3530.25,3087.516,0.6613491491362384,0.9688176644385617,0.3289148372978161,0.9828343205348333,90.0
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0005,24,5145,05145.csv,1.814201936,,,2008-04-04 17:56:27.609,12.0,-0.00024306845823395706,-0.0002839179444128973,2.612,-1.8729688102878943,0.802544634668372,0.22069808093775206,2371.203,38.52197451768004,3.372628957375283,1464.190659770425,224.10122348467485,,-0.00021743999530551906,2.0686694437821068e-05,2148.113092360158,2154.657,3.5610962246855866,6.504816125211646,7457213.119043575,3290.844,,12407.36010022342,6.703022301458278,3491.016,3491.016,3062.703,0.6619859033448112,0.9671176035785913,0.3810291856546084,0.9772228540190039,89.0
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0005,26,5147,05147.csv,1.813752158,,,2008-04-04 22:01:54.671,13.0,-0.00024460930893737635,-0.0002842948102119759,2.6185,-1.8826095043160835,0.8018113302724833,0.22068012686250932,2371.079,38.582485834057856,3.3830347534459793,1463.0753588603654,221.67368046880938,,-0.0002230035893399795,2.6305451246896958e-05,2142.6119184504946,2154.719,3.5595549681964647,6.4991784979783125,7845484.131033803,3290.578,,12328.35117183171,6.73378786243387,3470.281,3470.281,3059.4839999999967,0.6759376807221643,0.9281364622466176,-0.018346314262576602,0.9769805803602049,88.0
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0005,28,5149,05149.csv,1.813440491,,,2008-04-05 02:20:26.703,14.0,-0.00024341775528878296,-0.0002841611039993477,2.6185,-1.8825367876363654,0.801995411033385,0.2210091263827156,2370.984,38.52029413487392,3.4352703228831944,1464.2515428731288,222.9009881333145,,-0.00022362772007898925,2.7046406885597262e-05,2133.788166236755,2135.422,3.5573442867350304,6.494895580387686,8153325.856228121,3290.141,,12319.20346893824,6.730314542685389,3470.0,3470.0,3083.985,0.6612130330276145,0.9687280220511731,0.3883694275608782,0.9768127004185071,87.0
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0005,30,5151,05151.csv,1.802598004,,,2008-04-05 06:25:01.890,15.0,-0.0002442535450548507,-0.00028527667950563746,2.618,-1.8817935155260215,0.7913559425254497,0.2211136882412443,2351.985,38.21358592965045,3.3695773679332612,1460.8011142777398,228.48065790599003,,-0.0002163074345027073,2.3474649104935213e-05,2127.2626259242224,2135.359,3.5638081215583397,6.463193152484894,7975400.374312852,3270.859,,12272.74091125853,6.734498382221974,3450.297,3450.297,3060.985,0.6634914549071002,0.9622055340791629,0.42086068969463275,0.970972376979009,86.0
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0005,32,5153,05153.csv,1.8021069,,,2008-04-05 10:30:32.312,16.0,-0.0002447111212402444,-0.0002856152355423667,2.6155,-1.8921861285036712,0.8011416794184713,0.22161725730884885,2350.141,38.1983618706913,3.3944813682353794,1458.4256901610797,227.7620931293659,,-0.00022433525335517922,2.715906700178887e-05,2118.6422953354027,2134.563,3.5625935419324968,6.457410492118395,8199428.119088505,3269.766,,12194.431481750868,6.767721287919907,3429.407,3429.407,3008.578,0.662107007008774,0.9646896474341131,0.4494199667471168,0.9707078430024009,85.0
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0005,34,5155,05155.csv,1.802579501,,,2008-04-05 14:34:41.468,17.0,-0.0002452677364157185,-0.00028620252363501447,2.615,-1.9027629207037406,0.8016102186841196,0.22056761836373137,2351.282,38.31926916027133,3.410138436875302,1456.5219545398354,226.8130476312167,,-0.00023793051201576962,3.016157009379396e-05,2114.1690730705964,2117.031,3.5616550324014247,6.45569159811589,7887274.693396561,3270.266,,12120.9722092214,6.801637143548683,3409.484,3409.484,3042.704,0.6631031764320461,0.9622720569618807,0.3882484579112333,0.9709624103076538,84.0
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0005,36,5157,05157.csv,1.803068314,,,2008-04-05 18:39:25.218,18.0,-0.000246794975402819,-0.0002865421837454308,2.6185,-1.9133470605822436,0.7907219968636787,0.22017654491800898,2332.39,38.4787542519308,3.42421539021763,1454.0128951395902,225.77652807837194,148.07756491472674,-0.00025747092990629984,3.094696786551289e-05,2109.5625969690714,2116.844,3.560721390818694,6.453443867002633,8019365.835234052,3270.812,3208.587991901913,12050.510322515755,6.835546857188554,3311.687,3390.422,3050.657,0.6662136727185141,0.9537153567418096,0.2754718366309379,0.9712257102333471,83.0
discharge,[2008.       4.       5.      22.      46.      35.484],24,B0005,38,5159,05159.csv,1.802777625,,,2008-04-05 22:46:35.484,19.0,-0.0002461861644153738,-0.0002871950553952081,2.6195,-1.9131602105481538,0.7911120096566481,0.2206709749488214,2332.235,38.54659017774874,3.4428404616047628,1453.0484488397622,226.48132359805004,137.8902144203139,-0.00025920025404683577,3.158495858056026e-05,2103.921024938967,2116.219,3.559653712209448,6.450867268985987,7798113.561304734,3270.594,3195.2551099789007,12045.863471263809,6.8335446531445525,3311.094,3390.281,3001.906,0.6705601644122202,0.9411642330468534,0.5208981051827113,0.9710691301258216,82.0
discharge,[2008.       4.      18.      21.      10.      19.796],24,B0005,41,5162,05162.csv,1.847025995,,,2008-04-18 21:10:19.796,20.0,-0.00024079536097398478,-0.0002799688679885698,2.6055,-1.8553455745575975,0.8240798549944369,0.2210162395712223,2429.391,38.44749852224995,3.3670454025783236,1509.9395249944916,224.36735707515209,,-0.00022833828468534495,1.81029766620411e-05,2180.133595993209,2192.437,3.553650116269003,6.6186638000895615,7662667.032266643,3349.875,,12737.093909332223,6.63689166643223,3591.734,3591.734,3173.953,0.6654265725367904,0.9612867786553303,0.21009395273035025,0.9949035873375843,81.0
discharge,[2008    4   19    2   29    9],24,B0005,45,5166,05166.csv,1.847417311,,,2008-04-19 02:29:09.000,21.0,-0.00024088405614658808,-0.0002807761923566526,2.609,-1.8746995273150975,0.8142156868389177,0.21909177668810945,2430.391,38.992275791716615,3.423475752251563,1505.0572452149486,213.17511306639926,169.5480648064481,-0.00023321248913640632,2.448922629001639e-05,2193.974739486739,2211.6410000000005,3.5543677808563583,6.618977681964134,7510042.264399225,3350.938,3313.6520950442177,12599.52062889797,6.705299980912384,3472.719,3552.297,3178.578,0.6660886466740791,0.963212383695507,0.23043524331509646,0.9951143703440154,80.0
discharge,[2008.       4.      19.       7.      47.      15.703],24,B0005,49,5170,05170.csv,1.836177421,,,2008-04-19 07:47:15.703,22.0,-0.00024266003946398323,-0.000281681616331753,2.615,-1.8738272127883846,0.8135091150384001,0.21998247834680412,2410.64,38.51424197364312,3.4041989923052713,1502.8844450740826,217.43099207354544,,-0.00022566695022316102,2.2488788641242723e-05,2176.8726555579983,2193.657,3.558198292861891,6.581842973011555,7972265.220869855,3331.203,,12541.105148790695,6.704629250886873,3531.578,3531.578,3159.516,0.6632608919474134,0.9697506680439039,0.42045783448055296,0.9890599851255334,79.0
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,B0005,53,5174,05174.csv,1.825780748,,,2008-04-19 13:01:42.562,23.0,-0.00024316093179211493,-0.0002825213273712387,2.615,-1.883193546754683,0.8241635097916018,0.22070161847594008,2411.313,38.165816144899125,3.4134139076577568,1499.440553311633,222.74907732012343,,-0.00022343021838996707,2.308104151913634e-05,2160.590235157221,2173.625,3.5624413474374395,6.545801829118793,7824420.077050288,3312.547,,12418.976429408045,6.73937914483339,3492.907,3492.907,3134.047,0.6763149408716324,0.9310567141504489,0.08770657646899371,0.9834598001297203,78.0
discharge,[2008.       4.      19.      18.      27.      29.828],24,B0005,57,5178,05178.csv,1.825113644,,,2008-04-19 18:27:29.828,24.0,-0.0002425444558735141,-0.0002828767090557289,2.6135,-1.873239184822504,0.8131453648598651,0.22151198448950662,2390.547,38.16526203587147,3.4456420602833306,1497.332511599986,221.30927591336467,,-0.00022022449740037483,2.1590777952803077e-05,2149.5010627018514,2154.359,3.558017453413048,6.539862780117275,7909709.6786243105,3310.969,,12469.159719347119,6.700292038059859,3511.594,3511.594,3092.625,0.6642422913224572,0.9648375330851495,0.44033137371808007,0.9831004634638998,77.0
discharge,[2008.       4.      19.      23.      41.      55.687],24,B0005,61,5182,05182.csv,1.825581504,,,2008-04-19 23:41:55.687,25.0,-0.00024348012491544736,-0.000284037178687209,2.617,-1.9139593751505897,0.8134385615456013,0.22114791030481185,2391.2810000000054,38.27549578575718,3.4543490512089248,1493.2340731265988,219.9247305353997,141.74896270560794,-0.0002640193028568231,2.9970952457128012e-05,2141.943341239631,2154.9689999999973,3.560247255000028,6.533879566177521,8127970.89592332,3311.9060000000027,3245.2754368576097,12195.965838718163,6.838197828607737,3352.9060000000172,3431.9370000000054,3105.281,0.663686982949426,0.9656310887431298,0.44389733622789107,0.9833524770217121,76.0
discharge,[2008.       4.      20.       4.      54.      41.734],24,B0005,65,5186,05186.csv,1.814031128,,,2008-04-20 04:54:41.734,26.0,-0.00024435617907182295,-0.0002850890622385334,2.6145,-1.9030532722310995,0.8126992697300216,0.22141070134375268,2371.532,37.98216079918311,3.432535498835743,1490.8260252512243,225.71141696856512,,-0.00023501974296860612,2.7570477060301712e-05,2133.5338351431637,2134.938,3.565024227365839,6.50044834175139,8061124.069712171,3291.157,,12208.999205342056,6.807278946072604,3431.125,3431.125,3060.656,0.6741752754471237,0.9343625511181636,0.20986706328912197,0.9771308480091232,75.0
discharge,[2008.       4.      20.      10.      16.      28.859],24,B0005,69,5190,05190.csv,1.814769194,,,2008-04-20 10:16:28.859,27.0,-0.0002458165788025547,-0.000285309343708792,2.617,-1.9134590742247914,0.8125253945835996,0.22185280710045455,2390.687,38.11100191887773,3.47063541983783,1488.375101911537,223.57784311378055,,-0.0002570800726203593,2.9769224457141085e-05,2120.422833685129,2136.3900000000003,3.5609834604875856,6.49514154793235,8059267.775493595,3292.609,,12129.08250913829,6.83596586675045,3412.406,3412.406,3071.922,0.6728762316790989,0.9378723891405095,0.2091518157354444,0.9775284084728522,74.0
discharge,[2008.       4.      20.      15.      37.       5.281],24,B0005,73,5194,05194.csv,1.813969389,,,2008-04-20 15:37:05.281,28.0,-0.0002453092509739998,-0.0002861165295667639,2.616,-1.9136209099025532,0.801562201739803,0.22203990361132844,2369.438,38.18831137948753,3.489822310500097,1485.1343587430767,224.14839205446287,138.76745025175842,-0.00025917739022411737,3.093555521068235e-05,2110.815993662257,2115.953,3.5585096364787296,6.488501661625966,8252444.521201407,3290.688,3217.7403407257293,12114.171678806102,6.83281524837618,3331.751,3410.688,3061.625,0.6654357595971921,0.9583515841331876,0.4135493355352593,0.9770975921953203,73.0
discharge,[2008.       4.      20.      20.      50.      38.921],24,B0005,77,5198,05198.csv,1.802765665,,,2008-04-20 20:50:38.921,29.0,-0.00024630069860594514,-0.0002872893177568886,2.61,-1.9025819745719061,0.8117057843524987,0.22218340677873602,2369.094,37.99854111908584,3.4646523131672597,1482.1181756439405,228.17260145673208,,-0.00023115248879263743,2.7992165845520726e-05,2106.417485117116,2116.109,3.5634397549118426,6.457001126669153,7926646.747025897,3270.734,,12131.261782836546,6.802035634439649,3410.718,3410.718,3061.438,0.6769028538171947,0.923985399312232,0.15497434544798816,0.9710626878521683,72.0
discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,B0005,81,5202,05202.csv,1.80407704,,,2008-04-21 02:15:02.921,30.0,-0.00024805175141878527,-0.0002877173673217033,2.609,-1.9130621638638965,0.8016927954745929,0.22202759868241698,2352.407,38.194201649765226,3.492189073621994,1478.8940468176336,226.76441961860473,,-0.00025130914606110756,3.0457870628780187e-05,2096.174946000247,2099.141,3.5605490200480028,6.455245130929119,8021042.545400912,3273.156,,12057.850680009753,6.832734033240486,3392.719,3392.719,3029.75,0.6716307657527038,0.9376239238395175,0.31182348106750357,0.971769062150839,71.0
discharge,[2008.       4.      22.      15.      33.      49.875],24,B0005,85,5206,05206.csv,1.851802552,,,2008-04-22 15:33:49.875,31.0,-0.0002471453811118553,-0.0002835524843127929,2.596,-1.920618117118412,0.8382170167966118,0.16554913206561742,2398.437,38.45796400011448,3.5124329149973468,1510.0383869298262,286.65126415406075,70.98451898252324,-0.00025757823135918757,7.005481307186615e-05,2136.5556190359844,2136.625,3.558074894569126,6.625076979579711,6329713.579116567,3345.656,3257.8564352503613,12346.301105757664,6.8611413927202864,3385.953,3470.672,3086.141,0.6595252439888826,0.6962458837408646,-1.356401068350122,0.9974764876147255,70.0
discharge,[2008.       4.      22.      20.      26.      18.921],24,B0005,89,5210,05210.csv,1.830703846,,,2008-04-22 20:26:18.921,32.0,-0.00024952961156911134,-0.0002880757646826308,2.599,-1.9298830859597569,0.8222434651511259,0.16237122383184335,2370.328,38.49126351534004,3.3961568803744853,1486.4338738122917,275.0024745468854,71.64618342833455,-0.0002410793617077373,7.039906641987633e-05,2139.466054690617,2146.0,3.562466090860783,6.554417856558669,6381400.705332516,3298.703,3223.0417821158303,12160.029292560564,6.899284099208103,3329.468,3414.109,3046.375,0.6586076598821119,0.6900210401744444,-1.3249248345607474,0.9861116349573155,69.0
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,B0005,93,5214,05214.csv,1.819904109,,,2008-04-23 01:18:11.796,33.0,-0.0002507377501590049,-0.00028973178785364343,2.594,-1.9293005284805407,0.8219775195076683,0.16299699565025202,2360.391,38.31473393357882,3.3849959023295284,1478.0994962181428,280.30705018326626,76.14489732831044,-0.00023686618149210874,6.831589790559715e-05,2116.242610091389,2118.078,3.5623314073672363,6.514503523396894,6119526.025642849,3279.703,3209.479256758524,12092.346460968602,6.895730046158171,3329.406,3395.219,3008.891,0.65806530501401,0.652562076583841,-1.2746993404395928,0.9802943388755663,68.0
discharge,[2008.       4.      23.       6.      18.      19.921],24,B0005,97,5218,05218.csv,1.809307964,,,2008-04-23 06:18:19.921,34.0,-0.0002513070196560437,-0.00029077764095590737,2.591,-1.923330987770314,0.8169670224760979,0.16411981087733912,2341.875,37.861934640176806,3.4211588441551433,1471.5246759766424,288.9332460389719,80.50807944145845,-0.00023754858757466893,6.941296556308159e-05,2084.8895651421617,2089.485,3.560378622428669,6.472860461172378,5677669.320427328,3251.391,3195.297719001557,12052.765251982612,6.870553528942668,3339.125,3386.0,2956.625,0.6557669037194539,0.6894028487761957,-1.279848023407415,0.9745867079591702,67.0
discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],24,B0005,101,5222,05222.csv,1.804609905,,,2008-04-23 11:08:00.312,35.0,-0.0002527721734799284,-0.0002924500705833422,2.5854999999999997,-1.9284469980320087,0.8118956202096923,0.16440223435445134,2323.922,37.90665575786083,3.4023955979321396,1459.8898951961426,297.643421711472,69.12014992550257,-0.00023252997863426622,7.498814682356675e-05,2065.7645430680195,2071.656,3.5582213559649354,6.452074898190885,6122454.483683271,3252.515,3172.273891001561,11981.972741920743,6.884556446993765,3283.578,3368.187,2973.828,0.6561745312865945,0.6521290223116656,-1.2515719607441578,0.972056090758721,66.0
discharge,[2008.       4.      23.      16.       6.      25.171],24,B0005,105,5226,05226.csv,1.799377065,,,2008-04-23 16:06:25.171,36.0,-0.00025380690176115883,-0.00029254237918304707,2.5845000000000002,-1.9231439161693824,0.8116942855717725,0.16370296347116753,2323.594,38.34003238560517,3.436739888008232,1457.3957701746294,288.9049571781611,76.43403419150081,-0.00023591912208181014,7.092035477102258e-05,2073.57668175601,2081.188,3.560396795788132,6.437666509782136,5516924.252483569,3242.719,3172.215937904279,11989.625675797386,6.869925869334803,3311.969,3368.266,2951.704,0.656193886747182,0.6568967324675313,-1.2531761550661376,0.9692374128938416,65.0
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01],24,B0005,109,5230,05230.csv,1.788443234,,,2008-04-23 21:02:58.296,37.0,-0.0002541188794337593,-0.0002941066897066519,2.586,-1.9170149640438081,0.8010910321460217,0.16438924710098593,2295.063,38.0745950590744,3.43441537775388,1449.70752498674,295.5462804521717,88.89240317376925,-0.00023756662547833382,6.918553468310343e-05,2048.427674422525,2052.11,3.5597750609410963,6.3967116197020895,6085669.724967014,3233.0,3166.5194036839644,11953.376928423433,6.846197789467121,3330.61,3358.719,2889.797,0.6540361202193837,0.6848687577377983,-1.2441323917114102,0.963347886858642,64.0
discharge,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01],24,B0005,113,5234,05234.csv,1.782923048,,,2008-04-24 01:51:33.890,38.0,-0.00025498922910425706,-0.00029543482072060976,2.584,-1.922048805055383,0.8010205160420143,0.16541052534210013,2285.641,38.07252758016199,3.4726866358971216,1442.5554208604747,302.9874010365929,75.69260898485663,-0.0002320841969949717,7.137667556788567e-05,2030.7915392328973,2033.6099999999997,3.5576902468875073,6.37283281294272,6206581.399905458,3213.813,3140.9868940494976,11877.848662366787,6.859579754917388,3283.328,3339.5,2898.109,0.6535519596676882,0.6428013189320935,-1.203212075941139,0.9603744295986802,63.0
discharge,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02],24,B0005,117,5238,05238.csv,1.773033716,,,2008-04-24 06:50:00.031,39.0,-0.00025535288651969867,-0.0002960880331636138,2.5785,-1.9162302821549881,0.7961475239136524,0.16623759163008156,2276.875,37.80133585100446,3.514379646067548,1434.5763991789731,309.03830819436826,87.34879900845499,-0.00023472103456953798,6.929243877068867e-05,2005.6091345577383,2005.671,3.556965636751457,6.3356837176599035,5979066.797786428,3195.937,3135.701100631577,11846.208926509327,6.836884937409632,3303.187,3331.265,2837.516,0.652330709333722,0.6353957512752217,-1.1746475514070218,0.9550475246662068,62.0
discharge,[2008.       4.      24.      11.      49.      24.281],24,B0005,121,5242,05242.csv,1.773037755,,,2008-04-24 11:49:24.281,40.0,-0.0002569128778411232,-0.00029700610759087826,2.58,-1.9220800182578983,0.7960115094739371,0.16599367071177853,2267.0,38.39873985476869,3.5677770654716134,1430.2392406562285,311.112500546873,67.88302813684595,-0.00023228749170229698,7.69153724803232e-05,2000.7881707122394,2005.734,3.554016923240366,6.331928875873167,5886923.390967476,3195.469,3110.202246612135,11800.512134775334,6.853385126316729,3236.625,3321.188,2865.187,0.6527878656665314,0.644943392264159,-1.1937238422204193,0.9550497002801939,61.0
discharge,[2008.       4.      24.      16.      45.      56.015],24,B0005,125,5246,05246.csv,1.767872111,,,2008-04-24 16:45:56.015,41.0,-0.00025694987498099784,-0.00029770836334572817,2.582,-1.9162417890311958,0.7908205008226091,0.1648279991757626,2257.672,38.74929237918251,3.5475097749142765,1427.6418805890314,301.547721988778,75.23368462450435,-0.0002374070123971134,7.207845543772028e-05,2009.213870691861,2014.891,3.5570352818166895,6.318551286159919,5758444.237461365,3186.407,3112.330687158102,11812.682469367312,6.8383018607423125,3265.4849999999997,3321.844,2866.672,0.6528510788685237,0.6592412796626481,-1.1979210718614293,0.9522672176511343,60.0
