type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,start_ts,Re_enriched,Rct_enriched,imp_source,last_imp_uid,has_prior_impedance,impedance_age_uids,detail_path,n_points,duration_s,V_start,V_end,V_mean,V_std,V_min,V_max,V_skew,V_kurt,I_mean,I_std,I_min,I_max,Temp_mean,Temp_std,Temp_min,Temp_max,t_to_Tmax,dVdt_mean,dVdt_min,dVdt_max,curv_max,radius_median,auc_V_dt,time_V_above_3.5,time_V_above_3.0,t_to_V_below_3.5,t_to_V_below_3.0,P_max_abs,P_mean_abs,E_Wh_abs,IC_peak_abs
discharge,[2008.       4.       4.       9.      57.      19.765],24,B0005,21,5142,05142.csv,1.824619553,,,2008-04-04 09:57:19.765,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05142.csv,189.0,3530.25,3.998854628074413,3.370954919687658,3.549426646053559,0.22650101182453658,3.0151495724279007,3.998854628074413,-0.4789252592610505,0.03261088113724764,-1.863380178294828,0.5267409991401002,-2.0160713863396573,0.0026264001899385,32.15709350345252,3.4192563180601603,24.43128509546442,38.54143406601644,3310.016,-0.00017620321046280516,-0.0016510347566512235,0.003326526451994928,1.870317039116437e-05,7584530.46191282,12506.099348646658,2145.047,3530.25,2154.453,,7.990407345506154,6.657685570801248,6.53092696776263,5.616179863366461
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0005,24,5145,05145.csv,1.814201936,,,2008-04-04 17:56:27.609,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05145.csv,187.0,3491.016,4.0010347044515315,3.3916036707963504,3.5590702468413613,0.21597296342895794,3.063738251402196,4.0010347044515315,-0.33898200326546934,-0.11934789595696182,-1.8729688102878943,0.5116979707844125,-2.016851865845563,0.0023645237017673,32.36407129853099,3.3635991447660745,24.74037188089418,38.52197451768004,3290.844,-0.00017264732733163394,-0.001441999386299686,0.0032938363284592508,1.991265955513178e-05,7402069.508008904,12401.955430353462,2145.1725,3491.016,2154.657,,8.002915849676235,6.70210875761991,6.503941549097215,5.55963595405401
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0005,26,5147,05147.csv,1.813752158,,,2008-04-04 22:01:54.671,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05147.csv,186.0,3470.281,4.000744609878233,3.3671776383756935,3.557487335221614,0.22079520139288333,3.0259214177047906,4.000744609878233,-0.43657736611790404,0.04855354098855624,-1.8826095043160835,0.49428241523071964,-2.016393908986775,0.001858378552761,32.3181954403762,3.3739283176724415,24.733107699311518,38.582485834057856,3290.578,-0.00017873632318598294,-0.0015297642826963137,0.0037795717200798337,2.535245556997751e-05,7784470.519087855,12322.869461060858,2145.3050000000003,3470.281,2154.719,,7.9892727883360735,6.732911701585721,6.49835089533116,5.5690410319577435
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0005,28,5149,05149.csv,1.813440491,,,2008-04-05 02:20:26.703,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05149.csv,186.0,3470.0,3.9996419762123145,3.363601413139,3.5552635836879896,0.22315481590731573,3.011518731837057,3.9996419762123145,-0.4756036436309264,0.10507828051651424,-1.8825367876363654,0.49428703573729343,-2.0158117255163046,0.0022664654273509,32.15709029211502,3.426023279669047,24.44798340505406,38.52029413487392,3290.141,-0.00017924010037643738,-0.0015845379486472966,0.003913814224412875,2.6076248146393274e-05,8087450.034823765,12313.694790533531,2125.9610000000002,3470.0,2135.422,,7.998398227608733,6.729436720900786,6.494066254442132,5.548364536208286
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0005,30,5151,05151.csv,1.802598004,,,2008-04-05 06:25:01.890,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05151.csv,185.0,3450.297,4.000077650887332,3.3993103877257558,3.56173905535676,0.21191999140723017,3.0744446565567527,4.000077650887332,-0.29547892955524585,-0.1398819588033846,-1.8817935155260215,0.49541451927035984,-2.0193509920362724,0.0013199464372558,32.044070003146096,3.360458061989185,24.46309712112356,38.21358592965045,3270.859,-0.00017130250063912368,-0.001388122739366393,0.003477930674244815,2.2598253597654326e-05,7912359.245654039,12267.286369697533,2125.9610000000002,3450.297,2135.359,,7.988354860022757,6.733602840434563,6.462344846876295,8.70776117223829
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0005,32,5153,05153.csv,1.8021069,,,2008-04-05 10:30:32.312,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05153.csv,184.0,3429.407,3.999953131557735,3.368729748211605,3.560476788057915,0.21532093415107778,3.0455352164084406,3.999953131557735,-0.37045787594845075,-0.010757445534071763,-1.8921861285036712,0.4770160473926998,-2.0164420273602586,0.0030782527761262,31.931593674911532,3.385244667118977,24.32051139249706,38.1983618706913,3269.766,-0.00017998827482072367,-0.0014536280456145384,0.0037343042750910007,2.611888779978492e-05,8132809.763977403,12188.860443757718,2125.1725,3429.407,2134.563,,7.993023754042365,6.766862434388605,6.4566087096711735,20.496408396247816
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0005,34,5155,05155.csv,1.802579501,,,2008-04-05 14:34:41.468,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05155.csv,183.0,3409.484,4.00004985702362,3.3183416927205602,3.559478828574551,0.21929213356872843,3.0171799203424596,4.00004985702362,-0.4500010515276744,0.12880463836861944,-1.9027629207037406,0.4571130109358775,-2.016465255161054,0.00090184864654,31.941655359029298,3.400808355268314,24.357321702352365,38.31926916027133,3270.266,-0.0001945185682471773,-0.0015270547215877478,0.003808581239388805,2.8851363493119676e-05,7825613.651643804,12115.281831380118,2107.6014999999998,3409.484,2117.031,,8.002242024168314,6.8008287609532685,6.454944459690035,11.299954034915405
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0005,36,5157,05157.csv,1.803068314,,,2008-04-05 18:39:25.218,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05157.csv,182.0,3390.422,4.000096248857964,3.2491222603403385,3.5584601508649394,0.2234069933074914,2.9906841651058866,4.000096248857964,-0.5342834573160619,0.2818823254224605,-1.9133470605822436,0.4358942318853322,-2.0181069603406625,-0.0004481239748701,31.965008645476725,3.414795247499799,24.382419922756025,38.4787542519308,3270.812,-0.00021563775471078483,-0.0016542844517587196,0.0035630240193211845,2.9285411788048533e-05,7955618.039206309,12044.600508333508,2107.453,3331.406,2116.844,3231.515,8.00022634944201,6.834793688876736,6.452754889683482,5.44100471548214
discharge,[2008.       4.       5.      22.      46.      35.484],24,B0005,38,5159,05159.csv,1.802777625,,,2008-04-05 22:46:35.484,0.0446687,0.069456273,bfill,,0,-1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05159.csv,182.0,3390.281,4.0004346941487725,3.24303905170147,3.5573827006870613,0.22526396189623127,2.9808098403930585,4.0004346941487725,-0.5588310678137406,0.3229168365592989,-1.9131602105481538,0.43619046586394566,-2.0170254305215485,0.0023375587090041,31.966241678512723,3.433369080629228,24.355030419469987,38.54659017774874,3270.594,-0.0002175895640834526,-0.001695246872538289,0.0036087590521229522,2.9874557955633138e-05,7934876.333936334,12039.916628345238,2106.7815,3311.203,2116.219,3211.266,8.000857171980156,6.832801756191635,6.450181150855958,5.47804118015576
discharge,[2008.       4.      18.      21.      10.      19.796],24,B0005,41,5162,05162.csv,1.847025995,,,2008-04-18 21:10:19.796,0.0446687,0.069456273,ffill,5161.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05162.csv,192.0,3591.734,3.9985195677977052,3.3378981548752114,3.5516968634013373,0.22101413916596785,3.051101205470207,3.9985195677977052,-0.3908188915974676,-0.11309374307761288,-1.8553455745575975,0.5400579358950733,-2.01684718332263,0.0059551658046401,32.37143341978575,3.3582656082275433,24.54942444728521,38.44749852224995,3349.875,-0.00018399718051966682,-0.0014708084784298137,0.0024362588976257252,1.3234977486079621e-05,7604454.566336331,12731.75665828108,2182.9995,3591.734,2192.437,,7.995747676117154,6.635953635942339,6.6177382747746725,5.904783794069042
discharge,[2008    4   19    2   29    9],24,B0005,45,5166,05166.csv,1.847417311,,,2008-04-19 02:29:09.000,0.044843431,0.067972056,ffill,5165.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05166.csv,190.0,3552.297,4.000206789137666,3.3138922763720164,3.5523571040980713,0.2297027729865005,2.985178506295941,4.000206789137666,-0.5641739937714885,0.21044163351488132,-1.8746995273150975,0.5078881766945343,-2.016190951623346,0.0016182635202416,32.70024990461686,3.414454720096594,24.917503693363493,38.992275791716615,3350.938,-0.00019001065954822908,-0.001612366941264376,0.003584647655619115,2.3579470899944864e-05,7454107.432739504,12594.069406377695,2202.2035,3472.758,2211.641,3331.172,7.9820174227822225,6.704422862968665,6.618131245390346,5.856974430991307
discharge,[2008.       4.      19.       7.      47.      15.703],24,B0005,49,5170,05170.csv,1.836177421,,,2008-04-19 07:47:15.703,0.045101149,0.068528329,ffill,5169.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05170.csv,189.0,3531.578,3.999391882049342,3.3478269990067067,3.556183562970987,0.22032862670269562,3.0339195970807014,3.999391882049342,-0.42708885136379476,0.012491382686782515,-1.8738272127883846,0.5090210348494151,-2.016760348146938,0.0025192157843694,32.32266411829938,3.395181230789341,24.56596639952811,38.51424197364312,3331.203,-0.00018186444763693566,-0.0014849678572491642,0.003331121811100503,2.1616344600218194e-05,7909273.450045585,12535.672173569703,2184.235,3531.578,2193.657,,7.9929111748619786,6.703739437284627,6.580983440548832,5.910861593279523
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,B0005,53,5174,05174.csv,1.825780748,,,2008-04-19 13:01:42.562,0.044172076,0.068044495,ffill,5173.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05174.csv,187.0,3492.907,3.99840004101049,3.362840107513387,3.560384774770935,0.21328249079259762,3.0605950935896553,3.99840004101049,-0.34443613151211677,-0.06322869603560699,-1.883193546754683,0.49304941109665107,-2.0160230713598764,0.0037933120349866,31.98795810666763,3.4042748981985596,24.21658146702539,38.165816144899125,3312.547,-0.00017919616050352799,-0.0013745574268892446,0.003332078237980741,2.2178417048987704e-05,7763734.1067479495,12413.484606876034,2164.1800000000003,3492.907,2173.625,,7.993410681980428,6.738497137045086,6.544961001822884,5.800618534164964
discharge,[2008.       4.      19.      18.      27.      29.828],24,B0005,57,5178,05178.csv,1.825113644,,,2008-04-19 18:27:29.828,0.043786628,0.068450212,ffill,5177.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05178.csv,188.0,3511.594,3.9981138519051798,3.3727545625929674,3.555978554945612,0.21758179432143612,3.0464097516564843,3.9981138519051798,-0.3864060067744924,-0.037740457206678624,-1.873239184822504,0.51045002675325,-2.01719076462715,0.0034388887386759,31.894456524691385,3.4364659000230526,24.05499065781757,38.16526203587147,3310.969,-0.00017588081525023023,-0.0014753176723204808,0.0033646911646721405,2.073281472103596e-05,7974254.215732078,12463.697161078473,2144.9139999999998,3511.594,2154.359,,7.992826015521143,6.699388587146436,6.538993235586365,5.798374819140299
discharge,[2008.       4.      19.      23.      41.      55.687],24,B0005,61,5182,05182.csv,1.825581504,,,2008-04-19 23:41:55.687,0.044639322,0.068341011,ffill,5181.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05182.csv,184.0,3431.9370000000054,3.9987166851387563,3.2141819694780276,3.5579931631460555,0.22363493362485293,2.9830090812923413,3.9987166851387563,-0.5701833934916674,0.36287503805154886,-1.9139593751505897,0.4336815885962881,-2.016114862565665,0.0012614422239159,31.78039681801023,3.444949444530768,24.024851602995685,38.27549578575718,3311.9060000000027,-0.00022297644271207276,-0.001675593847327836,0.0032703414248638476,2.8218005156164907e-05,8228351.015923031,12190.000274708396,2145.5544999999984,3333.0545000000056,2154.9689999999973,3252.797000000006,7.990864599643332,6.837467328683902,6.533208138342175,60.756512834599775
discharge,[2008.       4.      20.       4.      54.      41.734],24,B0005,65,5186,05186.csv,1.814031128,,,2008-04-20 04:54:41.734,0.043558786,0.068682377,ffill,5185.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05186.csv,184.0,3431.125,3.9988197838934605,3.3283278750916567,3.562868804130953,0.2120278733897806,3.0525131889929784,3.9988197838934605,-0.35375903922181856,0.00742200894677536,-1.9030532722310995,0.45609178373993275,-2.016863630474281,0.0031353992245556,31.688747146342205,3.4231952488727075,23.93622764909489,37.98216079918311,3291.157,-0.00019132330584211669,-0.0013925267960320509,0.003442950882201829,2.6318423820839678e-05,7996725.024597317,12203.337414466167,2125.5005,3431.125,2134.938,,7.994014837607649,6.806460813608294,6.49969286335135,10.193493856414271
discharge,[2008.       4.      20.      10.      16.      28.859],24,B0005,69,5190,05190.csv,1.814769194,,,2008-04-20 10:16:28.859,0.045265478,0.068143725,ffill,5189.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05190.csv,183.0,3412.406,3.9978969874535664,3.245388182176058,3.558723009236737,0.21983846233485557,3.003434611739205,3.9978969874535664,-0.5033769529818659,0.2531849771118324,-1.9134590742247914,0.434873129767018,-2.024643671910137,0.0011043615738374,31.596747992569153,3.461139819499428,23.811534187517506,38.11100191887773,3292.609,-0.00021519946395364152,-0.001602897746501783,0.003345449468102702,2.8072994757333433e-05,8333208.782966995,12123.164900721673,2126.9525,3412.406,2136.39,,7.990029841081145,6.835221426903354,6.494467385351774,5.951537169553038
discharge,[2008.       4.      20.      15.      37.       5.281],24,B0005,73,5194,05194.csv,1.813969389,,,2008-04-20 15:37:05.281,0.044483716,0.067825557,ffill,5193.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05194.csv,183.0,3410.688,3.9977957245821227,3.2349047754573745,3.55621894087872,0.22375444014665033,2.9811301371424355,3.9977957245821227,-0.5627394817561475,0.35260124340761445,-1.9136209099025532,0.43491395027052004,-2.017291134571006,-3.060676830687782e-05,31.565586498787077,3.480274215150429,23.754765330883423,38.18831137948753,3290.688,-0.0002178708549654515,-0.0016918127688198281,0.003519530759215442,2.914335070013965e-05,8184966.088623355,12108.157757819177,2106.5389999999998,3331.8285,2115.953,3231.594,7.9949637556361255,6.832091876180152,6.487841095711716,6.186541849315537
discharge,[2008.       4.      20.      20.      50.      38.921],24,B0005,77,5198,05198.csv,1.802765665,,,2008-04-20 20:50:38.921,0.044414165,0.068858052,ffill,5197.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05198.csv,183.0,3410.718,3.9984872740291006,3.3447598453688783,3.5612533614410036,0.21242387856131392,3.0496905162492656,3.9984872740291006,-0.3514293368853815,0.010660336802942538,-1.9025819745719061,0.4573564287414882,-2.01713712589233,0.0037901043107805,31.59124667045208,3.4551730825084275,23.79410930748377,37.99854111908584,3270.734,-0.00018759747584672017,-0.0014317387694612327,0.0036269142746814752,2.6697714577271936e-05,7864370.994354905,12125.535904626728,2106.6949999999997,3410.718,2116.109,,7.9912555112987755,6.801223908505803,6.4562505091510625,5.605781675093264
discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,B0005,81,5202,05202.csv,1.80407704,,,2008-04-21 02:15:02.921,0.044535446,0.067794347,ffill,5201.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05202.csv,182.0,3392.719,3.998416173134843,3.269362451131436,3.558267373946629,0.21925460090625917,3.008229261968438,3.998416173134843,-0.47723421936726773,0.21310233003400114,-1.9130621638638965,0.4362089113558066,-2.015946028510057,0.0006901740069088,31.603485399391182,3.482581932796347,23.80130098691845,38.194201649765226,3273.156,-0.00020953393617484373,-0.001586890784070455,0.003529068691842282,2.87360579570716e-05,7925201.047230256,12051.885710279406,2089.6955,3392.719,2099.141,,7.999605039261463,6.831989869583939,6.4545632258742724,5.575347009497834
discharge,[2008.       4.      22.      15.      33.      49.875],24,B0005,85,5206,05206.csv,1.851802552,,,2008-04-22 15:33:49.875,0.045021352,0.069404082,ffill,5203.0,1,3.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05206.csv,371.0,3470.672,4.017660435515419,3.2730328765807495,3.5571165900649615,0.21753856547307618,2.959030638668483,4.017660435515419,-0.4547838850168231,0.3941836108718859,-1.920618117118412,0.4205282536761078,-2.0167372379007014,0.0008475435827522,31.91556385491565,3.5076959837591097,23.78129749955371,38.45796400011448,3345.656,-0.0002161107435512745,-0.003204475830655945,0.002537680650494284,7.005418531425391e-05,6289939.874796135,12343.570996689745,2131.9375,3386.0860000000002,2136.625,3260.937,8.039376925479718,6.860663893137538,6.624596589813159,5.920579126969412
discharge,[2008.       4.      22.      20.      26.      18.921],24,B0005,89,5210,05210.csv,1.830703846,,,2008-04-22 20:26:18.921,0.046462516,0.069937743,ffill,5209.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05210.csv,365.0,3414.109,4.0194036765602394,3.327988262430752,3.5614902554849857,0.21674834076439387,2.9651873021456243,4.0194036765602394,-0.4650451203392345,0.45377128216757834,-1.9298830859597569,0.399294272689169,-2.0183057226929555,0.0011650883880798,32.081128118597164,3.3915014198167084,24.2036410699716,38.49126351534004,3298.703,-0.00020064830892239032,-0.0032166507864919147,0.0040438546373140274,7.039844016391241e-05,6340976.855467774,12157.29119723952,2141.3435,3329.5305,2146.0,3223.609,8.059945708727478,6.898823094654387,6.5539584343899655,406.75259339736834
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,B0005,93,5214,05214.csv,1.819904109,,,2008-04-23 01:18:11.796,0.047723855,0.069504175,ffill,5213.0,1,1.0,C:\Users\admin\OneDrive\바탕 화면\실전 프로젝트\data\05214.csv,363.0,3395.219,4.019037215322612,3.347301669512325,3.5613445261488184,0.21460891531635493,2.977102063927766,4.019037215322612,-0.4194123319883132,0.37797868829495895,-1.9293005284805407,0.4002852377219257,-2.016579511976592,0.0019472390588109,31.849792632896243,3.3803301579998144,24.00078927251757,38.31473393357882,3279.703,-0.00019628748165777805,-0.003146382705391332,0.003988176480326655,6.831531473514471e-05,6082342.195331173,12089.585474182602,2113.3985000000002,3329.5,2118.078,3213.89,8.042382460051114,6.895267766242595,6.514047073883744,5.690415080524303
